"","nome","responsabilidade","municipio","uf","logradouro","termo_convenio","data_de_entrega","pagamento_total","valor_pacutado","problema_encontrado"
"44","710126 - Escola de Educação Infantil - Lajes/RN","Municipal","Lajes","RN","Não informado","710126/2008","2016-04-30","1642385","1815333","paralisada / já devia ter sido entregue / sem endereço"
"45","700055 - Escola de Educação Infantil - Condado/PB","Municipal","Condado","PB","rua padre amâncio leite","700055/2008","2014-12-30","1373322","2072129","paralisada / já devia ter sido entregue"
"46","830033 - Escola de Educação Infantil - Tipo B - Umirim/CE","Municipal","Umirim","CE","rua carlos antônio sales","830033/2007","2017-06-30","1617160","1669813","paralisada / já devia ter sido entregue"
"47","700019 - Escola de Educação Infantil - Sítio Novo/MA","Municipal","Sítio Novo","MA","Não informado","700019/2008","2015-04-30","985218","2247363","paralisada / já devia ter sido entregue / sem endereço"
"48","830077 - Escola de Educação Infantil - Casa Branca/SP","Municipal","Casa Branca","SP","rua maria lopes da cunha alvarenga","830077/2007","2016-12-31","1298536","1436820","paralisada / já devia ter sido entregue"
"49","830475 - Escola de Educação Infantil - Aporé/GO","Municipal","Aporé","GO","Não informado","830475/2007",NA,"1460150","1626216","paralisada / sem endereço"
"50","830450 - Escola de Educação Infantil - Catingueira/PB","Municipal","Catingueira","PB","rua jose pires sobrinho","830450/2007","2009-03-24","1123682","1648694","paralisada / já devia ter sido entregue"
"51","830187 - Escola de Educação Infantil - Pacujá/CE","Municipal","Pacujá","CE","rua maria rodrigues nepomuceno","830187/2007",NA,"1123682","2098669","paralisada"
"52","830224 - Escola de Educação Infantil - Tipo B - Inhuma/PI","Municipal","Inhuma","PI","rua projetada","830224/2007","2017-12-22","1123682","1223245","paralisada / já devia ter sido entregue"
"53","700111 - Escola de Educação Infantil - Jaguaretama/CE","Municipal","Jaguaretama","CE","rua tristão gonçalves","700111/2008","2009-03-14","1118314","1549396","paralisada / já devia ter sido entregue"
"54","700043 - Escola de Educação Infantil - Dirceu Arcoverde/PI","Municipal","Dirceu Arcoverde","PI","rua projetada","700043/2008","2013-12-31","961921","2295038","paralisada / já devia ter sido entregue"
"55","830294 - Escola de Educação Infantil - Santo Hipólito/MG","Municipal","Santo Hipólito","MG","rua coronel josé roberto viana","830294/2007","2009-05-04","1123682","1642904","paralisada / já devia ter sido entregue"
"56","710219 - Escola de Educação Infantil - Canguaretama/RN","Municipal","Canguaretama","RN","distrito areia branca","710219/2008","2009-05-08","1118314","1509783","paralisada / já devia ter sido entregue"
"57","700297 - Escola de Educação Infantil - Coremas/PB","Municipal","Coremas","PB","rua capitao antonio leite","700297/2008",NA,"1048342","1524997","não iniciada"
"58","700304 - Escola de Educação Infantil - Camaquã/RS","Municipal","Camaquã","RS","av olavo moraes","700304/2008","2015-08-17","972449","1135032","paralisada / já devia ter sido entregue"
"59","700201 - Escola de Educação Infantil - Riachinho/TO","Municipal","Riachinho","TO","praca tres poderes, 194","700201/2008","2015-12-31","977121","1509747","paralisada / já devia ter sido entregue"
"60","700243 - Escola de Educação Infantil - Marcelino Vieira/RN","Municipal","Marcelino Vieira","RN","rua coronel josé marcelino","700243/2008",NA,"1041187","1524997","paralisada"
"61","710231 - Escola de Educação Infantil - Porto Real/RJ","Municipal","Porto Real","RJ","rua hillário ettore","710231/2008","2018-07-31","1118314","2338363","paralisada / já devia ter sido entregue"
"62","700302 - EE Infantil - Canaã II - Uberlândia/MG","Municipal","Uberlândia","MG","rua queila esquina com rua jericó","700302/2008","2017-05-30","1645414","995598","paralisada / já devia ter sido entregue"
"63","806102 - E Educ Infantil - Várzea Grande/MT- João Celestino","Municipal","Várzea Grande","MT","Não informado","806102/2007","2018-05-07","2214261","2300923","paralisada / já devia ter sido entregue / sem endereço"
"64","750011 - Centro de Ensino Profª Olgarina P. Pinheiro - Brasil Profissionalizado - Conceição do Coité/BA","Estadual","Conceição do Coité","BA","r. maximiniano madureira,","750011/2008","2015-09-05","42609634","752476","em andamento / já devia ter sido entregue"
"65","750011 - Centro de Ensino Nossa Senhora das Graças - Brasil Profissionalizado - Araci/BA","Estadual","Araci","BA","praça senhor do bonfim","750011/2008","2015-09-05","42609634","1087775","em andamento / já devia ter sido entregue"
"66","750011 - CTE Profissional do Sertão Produtivo - Caetité/BA","Estadual","Caetité","BA","rua deocleciano teixeira","750011/2008","2017-03-05","42609634","3504519","em andamento / já devia ter sido entregue"
"67","750015 - CEEP de Curitiba - Ampl/Ref - Curitiba/PR","Estadual","Curitiba","PR","rua frederico maurer","750015/2008","2015-02-17","11343192","6694438","paralisada / já devia ter sido entregue"
"68","750015 - CEEP Francisco C Martins - Ampl - Guarapuava/PR","Estadual","Guarapuava","PR","rua doutor laranjeiras","750015/2008",NA,"11343192","1407199","não iniciada"
"69","750011 - Centro de Ensino Jubilino Cunegundes - Brasil Profissionalizado - Morro do Chapéu/BA","Estadual","Morro do Chapéu","BA","rua juaquim valois","750011/2008","2016-09-02","42609634","859998","em andamento / já devia ter sido entregue"
"70","750014 - CEFAPRO - 4 SALAS - Brasil Profissionalizado - Construção - Pontes e Lacerda/MT","Estadual","Pontes e Lacerda","MT","rua ruth ferreira mazuy","750014/2008","2015-08-06","23567170","1762000","paralisada / já devia ter sido entregue"
"71","750015 - CEEP de Arapoti - Ampl - Arapoti/PR","Estadual","Arapoti","PR","rodovia pr","750015/2008",NA,"11343192","10419568","não iniciada"
"72","750015 - CEEP Pedro Boaretto Neto - Ampl - Cascavel/PR","Estadual","Cascavel","PR","rua natal","750015/2008","2015-02-02","11343192","9055153","paralisada / já devia ter sido entregue"
"73","750014 - CEFAPRO - 4 SALAS - Brasil Profissionalizado - Construção - Primavera do Leste/MT","Estadual","Primavera do Leste","MT","rua curitiba","750014/2008","2015-12-31","23567170","1823273","paralisada / já devia ter sido entregue"
"74","750010 - Escola Estadual de Ensino Medio Magalhaes Barata - Brasil Profissionalizado - Ampliação e Reforma - Belem/PA","Estadual","Belém","PA","Não informado","750010/2008",NA,"15473953","1898949","não iniciada / sem endereço"
"75","750011 - Centro de Ensino Ernesto Carneiro Ribeiro - Brasil Profissionalizado - Saúde/BA","Estadual","Saúde","BA","travessa dois de julho","750011/2008","2016-09-02","42609634","1864325","em andamento / já devia ter sido entregue"
"76","700255 - Espaço Educativo Urbano II - 04 Salas  -  - Construção - Central/BA","Municipal","Central","BA","praça do mercado","","2016-12-12","514761","sem informação","paralisada / já devia ter sido entregue"
"77","700235 - Projeto Escola Padrão SEDUC/MT - 06 salas -Paranaíta/MT","Estadual","Paranaíta","MT","estrada capixaba","700235/2008",NA,"18307690","1723739","paralisada"
"78","700223 - Espaço Educativo Urbano II - 04 Salas - Bonfim/RR","Estadual","Bonfim","RR","Não informado","700223/2008","2017-12-15","0","1690750","em andamento / já devia ter sido entregue / sem endereço"
"79","806021 - Espaço Educativo Urbano II - 06 salas -  - Construção - Benjamin Constant/AM","Estadual","Benjamin Constant","AM","Não informado","806021/2007","2015-12-31","29952151","sem informação","paralisada / já devia ter sido entregue / sem endereço"
"80","806021 - Espaço Educativo Urbano II - 04 Salas  -  - Construção - Benjamin Constant/AM","Estadual","Benjamin Constant","AM","Não informado","806021/2007","2015-04-09","29952151","sem informação","paralisada / já devia ter sido entregue / sem endereço"
"81","806021 - Espaço Educativo Urbano II - 04 Salas  -  - Construção - Atalaia do Norte/AM","Estadual","Atalaia do Norte","AM","Não informado","806021/2007","2015-12-31","29952151","sem informação","paralisada / já devia ter sido entregue / sem endereço"
"82","806021 - Espaço Educativo Urbano II - 04 Salas  -  - Construção - Atalaia do Norte/AM","Estadual","Atalaia do Norte","AM","Não informado","806021/2007","2015-12-31","29952151","sem informação","paralisada / já devia ter sido entregue / sem endereço"
"83","806021 - Espaço Educativo Urbano II - 04 Salas  -  - Construção - Atalaia do Norte/AM","Estadual","Atalaia do Norte","AM","Não informado","806021/2007","2015-12-31","29952151","sem informação","paralisada / já devia ter sido entregue / sem endereço"
"84","806021 - Espaço Educativo Urbano II - 04 Salas  -  - Construção - Atalaia do Norte/AM","Estadual","Atalaia do Norte","AM","Não informado","806021/2007","2015-12-31","29952151","sem informação","paralisada / já devia ter sido entregue / sem endereço"
"85","806021 - Espaço Educativo Urbano II - 06 salas -  - Construção - Atalaia do Norte/AM","Estadual","Atalaia do Norte","AM","Não informado","806021/2007","2015-12-31","29952151","sem informação","paralisada / já devia ter sido entregue / sem endereço"
"86","806021 - Espaço Educativo Urbano II - 06 salas -  - Construção - Tabatinga/AM","Estadual","Tabatinga","AM","Não informado","806021/2007","2015-07-31","29952151","sem informação","paralisada / já devia ter sido entregue / sem endereço"
"87","700219 - EEEM Antônio Cândido Machado - Reforma - Terra Santa/PA","Estadual","Terra Santa","PA","Não informado","",NA,"16838500","sem informação","paralisada / sem endereço"
"88","806024 - Espaço Educativo Urbano II - 06 Salas  -  - Construção - Jacareacanga/PA","Estadual","Jacareacanga","PA","Não informado","806024/2007","2014-07-20","11614565","3415927","não iniciada / já devia ter sido entregue / sem endereço"
"89","806024 - Esp Edu Urbano II - São Francisco - Jacareacanga/PA","Estadual","Jacareacanga","PA","Não informado","806024/2007","2014-07-20","11614565","sem informação","não iniciada / já devia ter sido entregue / sem endereço"
"90","806024 - Espaço Educ Urbano II - 04 Salas  - Construção - Oriximiná /PA","Estadual","Oriximiná","PA","Não informado","806024/2007","2016-12-31","11614565","1508662","paralisada / já devia ter sido entregue / sem endereço"
"91","806024 - Espaço Educ Rural - 02 Salas - Construção - Oriximiná/PA","Estadual","Oriximiná","PA","Não informado","806024/2007","2016-12-31","11614565","484047","paralisada / já devia ter sido entregue / sem endereço"
"92","806024 - Espaço Educ Urbano II - 04 Salas - Construção - Capitão Poço /PA","Estadual","Capitão Poço","PA","Não informado","806024/2007","2018-08-22","11614565","1450142","paralisada / já devia ter sido entregue / sem endereço"
"93","806024 - Espaço Educ Urbano II - 04 Salas - Construção - Capitão Poço /PA","Estadual","Capitão Poço","PA","Não informado","806024/2007","2018-08-22","11614565","1443237","paralisada / já devia ter sido entregue / sem endereço"
"94","806024 - Espaço Educ Rural - 02 Salas - Construção - Capitão Poço /PA","Estadual","Capitão Poço","PA","Não informado","806024/2007","2018-08-22","11614565","442423","paralisada / já devia ter sido entregue / sem endereço"
"95","806024 - Espaço Educ Rural - 02 Salas - Construção - Capitão Poço /PA","Estadual","Capitão Poço","PA","Não informado","806024/2007","2018-08-22","11614565","442423","paralisada / já devia ter sido entregue / sem endereço"
"96","806024 - Espaço Educ Urbano II - 06 Salas - Construção - Paragominas /PA","Estadual","Paragominas","PA","Não informado","806024/2007","2019-06-30","11614565","1651757","paralisada / sem endereço"
"97","700219 - EEEFM 21 de Abril - Ampliação e Reforma - Palestina do Pará /PA","Estadual","Palestina do Pará","PA","Não informado","700219/2008","2018-08-29","16838500","1572877","paralisada / já devia ter sido entregue / sem endereço"
"98","700222 - Espaço Educativo Urbano I - 08 salas -  - Construção - Ocara/CE","Estadual","Ocara","CE","Não informado","700222/2008","2014-12-25","69919716","4190152","em andamento / já devia ter sido entregue / sem endereço"
"99","700230 - Escola Projeto Padrão SEDUC-TO - Maracanã","Estadual","Araguaína","TO","rua vinte e cinco de dezembro","700230/2008","2016-04-12","0","16256454","em andamento / já devia ter sido entregue"
"100","806068 - EE Getúlio Vargas - Ananás/TO","Estadual","Ananás","TO","Não informado","806068/2007","2021-07-27","24852075","4407181","em andamento / sem endereço"
"101","806068 - EE Sales Pereira Martins - Miranorte/TO","Estadual","Miranorte","TO","Não informado","806068/2007","2018-09-03","24852075","4496990","paralisada / já devia ter sido entregue / sem endereço"
"102","700223 - Espaço Educativo Rural - 02 Salas - Uiramutã/RR","Estadual","Uiramutã","RR","Não informado","700223/2008","2018-04-05","0","398795","paralisada / já devia ter sido entregue / sem endereço"
"103","700223 - Espaço Educativo Rural - 02 Salas - Uiramutã/RR","Estadual","Uiramutã","RR","Não informado","700223/2008","2017-12-16","0","sem informação","em andamento / já devia ter sido entregue / sem endereço"
"104","700223 - Espaço Educativo Urbano II - 04 Salas - Pacaraima/R","Estadual","Pacaraima","RR","Não informado","700223/2008","2018-06-30","0","sem informação","paralisada / já devia ter sido entregue / sem endereço"
"105","700223 - Espaço Educativo Rural - 02 Salas - Normandia/RR","Estadual","Normandia","RR","Não informado","700223/2008","2014-12-08","0","432218","não iniciada / já devia ter sido entregue / sem endereço"
"106","700223 - Espaço Educativo Rural - 02 Salas - Bonfim/RR","Estadual","Bonfim","RR","Não informado","700223/2008","2018-03-16","0","419938","em andamento / já devia ter sido entregue / sem endereço"
"107","806023 - Espaço Educativo Rural - 02 Salas -  - Construção - Laranjal do Jari/AP","Estadual","Laranjal do Jari","AP","rua tancredo neves","806023/2007","2014-10-11","3915124","264016","paralisada / já devia ter sido entregue"
"108","806023 - Espaço Educativo Rural - 02 Salas -  - Construção - Laranjal do Jari/AP","Estadual","Laranjal do Jari","AP","Não informado","806023/2007","2014-10-11","3915124","264016","paralisada / já devia ter sido entregue / sem endereço"
"109","806023 - Espaço Educativo Rural - 02 Salas -  - Construção - Laranjal do Jari/AP","Estadual","Laranjal do Jari","AP","Não informado","806023/2007","2014-10-11","3915124","264016","paralisada / já devia ter sido entregue / sem endereço"
"110","806023 - Espaço Educativo Rural - 02 Salas -  - Construção - Laranjal do Jari/AP","Estadual","Laranjal do Jari","AP","paru do leste","806023/2007","2014-10-11","3915124","264016","paralisada / já devia ter sido entregue"
"111","806023 - Espaço Educativo Rural - 02 Salas - Construção - Laranjal do Jari/AP","Estadual","Laranjal do Jari","AP","Não informado","806023/2007","2014-10-11","3915124","264016","paralisada / já devia ter sido entregue / sem endereço"
"112","806023 - Espaço Educativo Urbano II - 06 salas -  - Construção - Oiapoque/AP","Estadual","Oiapoque","AP","Não informado","806023/2007","2014-07-13","3915124","sem informação","paralisada / já devia ter sido entregue / sem endereço"
"113","806023 - Espaço Educativo Rural - 02 Salas- Construção - Laranjal do Jari/AP","Estadual","Laranjal do Jari","AP","Não informado","806023/2007","2014-10-11","3915124","264016","paralisada / já devia ter sido entregue / sem endereço"
"114","806023 - Espaço Educativo Rural - 02 Salas -  - Construção - Laranjal do Jari/AP","Estadual","Laranjal do Jari","AP","Não informado","806023/2007","2014-10-11","3915124","264016","paralisada / já devia ter sido entregue / sem endereço"
"115","806023 - Espaço Educativo Rural - 02 Salas -  - Construção - Laranjal do Jari/AP","Estadual","Laranjal do Jari","AP","Não informado","806023/2007","2014-10-11","3915124","sem informação","paralisada / já devia ter sido entregue / sem endereço"
"116","700224 - Espaço Educativo Urbano I - Jesúpolis/GO","Estadual","Jesúpolis","GO","Não informado","700224/2008",NA,"26441545","sem informação","não iniciada / sem endereço"
"117","700224 - Espaço Educativo Urbano I - 12 Salas - Construção - Barro Alto/GO","Estadual","Barro Alto","GO","Não informado","700224/2008","2015-08-13","26441545","sem informação","paralisada / já devia ter sido entregue / sem endereço"
"118","700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Águas Lindas de Goiás/GO","Estadual","Águas Lindas de Goiás","GO","Não informado","700224/2008",NA,"26441545","sem informação","não iniciada / sem endereço"
"119","806057 - E Educativo Urbano I - Arco-Íris - Rio Verde/GO","Estadual","Rio Verde","GO","Não informado","806057/2007",NA,"38575034","4884919","não iniciada / sem endereço"
"120","806057 - E Educativo Urbano I - Res. Veneza - Rio Verde/GO","Estadual","Rio Verde","GO","rua sucupira","806057/2007","2011-11-07","38575034","3806038","não iniciada / já devia ter sido entregue"
"121","700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Goiânia/GO","Estadual","Goiânia","GO","Não informado","700224/2008",NA,"26441545","sem informação","não iniciada / sem endereço"
"122","700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Goiânia/GO","Estadual","Goiânia","GO","Não informado","700224/2008","2017-10-30","26441545","sem informação","paralisada / já devia ter sido entregue / sem endereço"
"123","700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Aparecida de Goiânia/GO","Estadual","Aparecida de Goiânia","GO","Não informado","700224/2008","2018-11-20","26441545","sem informação","em andamento / sem endereço"
"124","700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Aparecida de Goiânia/GO","Estadual","Aparecida de Goiânia","GO","Não informado","700224/2008",NA,"26441545","sem informação","não iniciada / sem endereço"
"125","700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Aparecida de Goiânia/GO","Estadual","Aparecida de Goiânia","GO","Não informado","700224/2008","2018-12-30","26441545","sem informação","paralisada / sem endereço"
"126","806057 - Espaço Educativo Urbano I - Canaã - Rio Verde/GO","Estadual","Rio Verde","GO","Não informado","806057/2007",NA,"38575034","sem informação","não iniciada / sem endereço"
"127","806057 - Espaço Educativo Urbano I - Planaltina/GO","Estadual","Planaltina","GO","Não informado","806057/2007","2011-11-07","38575034","4566856","não iniciada / já devia ter sido entregue / sem endereço"
"128","806057 - Espaço Educativo Urbano - Novo Gama/GO","Estadual","Novo Gama","GO","Não informado","806057/2007","2018-07-26","38575034","sem informação","paralisada / já devia ter sido entregue / sem endereço"
"129","806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Paulino Neves/MA","Estadual","Paulino Neves","MA","Não informado","806049/2007","2018-12-31","40720134","sem informação","em andamento / sem endereço"
"130","806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Nina Rodrigues/MA","Estadual","Nina Rodrigues","MA","assentamento palmares","806049/2007","2013-12-12","40720134","1297370","não iniciada / já devia ter sido entregue"
"131","806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Matões/MA","Estadual","Parnarama","MA","rua édison pereira","806049/2007","2013-12-28","40720134","1297370","não iniciada / já devia ter sido entregue"
"132","806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Santa Filomena do Maranhão/MA","Estadual","Santa Filomena do Maranhão","MA","travessa epitácio cafeteira","806049/2007","2013-12-12","40720134","1297370","não iniciada / já devia ter sido entregue"
"133","806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Ribamar Fiquene/MA","Estadual","Ribamar Fiquene","MA","Não informado","806049/2007","2014-01-27","40720134","1297370","não iniciada / já devia ter sido entregue / sem endereço"
"134","806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Estreito/MA","Estadual","Porto Franco","MA","assentamento luis rocha","806049/2007","2013-12-12","40720134","1297370","não iniciada / já devia ter sido entregue"
"135","806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Estreito/MA","Estadual","Porto Franco","MA","assentamento alvorada","806049/2007","2013-12-12","40720134","1297370","não iniciada / já devia ter sido entregue"
"136","806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Maranhãozinho/MA","Estadual","Maranhãozinho","MA","rua oswaldo ribeiro","806049/2007","2013-12-12","40720134","1297370","não iniciada / já devia ter sido entregue"
"137","806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Humberto de Campos/MA","Estadual","Humberto de Campos","MA","Não informado","806049/2007","2013-12-12","40720134","sem informação","não iniciada / já devia ter sido entregue / sem endereço"
"138","806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Boa Vista do Gurupi/MA","Estadual","Boa Vista do Gurupi","MA","rua da matriz","806049/2007","2013-12-12","40720134","1297370","não iniciada / já devia ter sido entregue"
"139","806019 - Espaço Educativo Rural - 02 Salas -  - Construção - Barra do Corda/MA","Estadual","Barra do Corda","MA","cana brava guajajara","806019/2007","2016-01-22","3455906","270157","paralisada / já devia ter sido entregue"
"140","806019 - Espaço Educativo Rural - 02 Salas -  - Construção - Barra do Corda/MA","Estadual","Barra do Corda","MA","cana brava guajajara","806019/2007","2014-12-15","3455906","270157","paralisada / já devia ter sido entregue"
"141","806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Amapá do Maranhão/MA","Estadual","Amapá do Maranhão","MA","Não informado","806049/2007","2014-01-27","40720134","1297370","não iniciada / já devia ter sido entregue / sem endereço"
"142","806019 - Espaço Educativo Rural - 02 Salas -  - Construção - Grajaú/MA","Estadual","Grajaú","MA","cana brava","806019/2007","2014-12-22","3455906","271501","paralisada / já devia ter sido entregue"
"143","806019 - Espaço Educativo Rural - 02 Salas -  - Construção - Grajaú/MA","Estadual","Grajaú","MA","morro branco","806019/2007","2014-12-22","3455906","270157","paralisada / já devia ter sido entregue"
"144","806019 - Espaço Educativo Rural - 02 Salas -  - Construção - Amarante do Maranhão/MA","Estadual","Amarante do Maranhão","MA","araribóia","806019/2007","2016-01-20","3455906","270157","paralisada / já devia ter sido entregue"
"145","806019 - Espaço Educativo Rural - 02 Salas -  - Construção - Barra do Corda/MA","Estadual","Barra do Corda","MA","cana brava, guajajara.","806019/2007","2016-01-22","3455906","270157","paralisada / já devia ter sido entregue"
"146","700254 - Espaço Educativo Urbano II - Porto da Folha/SE","Municipal","Porto da Folha","SE","rua salvador nogueira","700254/2008","2016-07-30","599499","1350826","paralisada / já devia ter sido entregue"
"147","700261 - E Educativo Rural - Caranguejo - Várzea Branca/PI","Municipal","Várzea Branca","PI","praça santa teresinha","700261/2008","2015-12-31","858982","320731","paralisada / já devia ter sido entregue"
"148","700261 -Espaço Educativo Rural - Altamira - Várzea Branca/PI","Municipal","Várzea Branca","PI","praça santa teresinha","700261/2008","2015-12-31","858982","320731","paralisada / já devia ter sido entregue"
"149","700262 - Espaço Educativo Urbano II - Formoso/MG","Municipal","Formoso","MG","assentamento pa são francisco gentil","700262/2008","2016-03-03","1043347","1219974","paralisada / já devia ter sido entregue"
"150","710484 - E Educ Infantil Tipo C - EMENDA - UIRAMUTA/RR","Municipal","Uiramutã","RR","rua manuel vieira","710484/2008","2015-07-13","773396","892845","paralisada / já devia ter sido entregue"
"151","710353 - E Educ Infantil Tipo C - EMENDA - CANTA/RR","Municipal","Cantá","RR","Não informado","710353/2008","2015-04-15","381381","882893","paralisada / já devia ter sido entregue / sem endereço"
"152","800132 -E Educ Infantil Tipo B - EMENDA - PASSAGEM FRANCA/MA","Municipal","Passagem Franca","MA","travessa 15 de novembro","800132/2007","2015-07-24","800135","2119272","paralisada / já devia ter sido entregue"
"153","710390 - E Educ Infantil C- Jd. Palmeiras II - Uberlândia/MG","Municipal","Uberlândia","MG","alameda otávio rodrigues de oliveira","710390/2008",NA,"2740382","sem informação","não iniciada"
"154","710432 - E Educ Infantil Tipo C - EMENDA - AMAJARI/RR","Municipal","Amajari","RR","Não informado","710432/2008","2012-04-15","406827","882893","paralisada / já devia ter sido entregue / sem endereço"
"155","700213 - Projeto Padrão Estado - 12 salas - Const - Cáceres","Estadual","Cáceres","MT","Não informado","700213/2008","2018-06-26","15144764","2326331","em andamento / já devia ter sido entregue / sem endereço"
"156","700213 - Projeto Padrão Estado - 12 salas - Const - Juara/MT","Estadual","Juara","MT","Não informado","700213/2008","2019-02-16","15144764","sem informação","em andamento / sem endereço"
"157","816135 - Centro de 23 salas de aula - Constr - Macapá/AP","Estadual","Macapá","AP","Não informado","816135/2008",NA,"0","sem informação","não iniciada / sem endereço"
"158","804023 - Escola de Ensino Fundamental - Constr - Taperoá/BA","Municipal","Taperoá","BA","Não informado","804023/2007","2009-03-02","481578","570786","paralisada / já devia ter sido entregue / sem endereço"
"159","710390 - E Educ Infantil Tipo C - Jd. Europa- Uberlândia/MG","Municipal","Uberlândia","MG","avenida josé fonseca e silva","710390/2008",NA,"2740382","996386","não iniciada"
"160","710390 - E Educ Infantil Tipo B - Mansour - Uberlândia/MG","Municipal","Uberlândia","MG","rua rio jequitinhonha","710390/2008",NA,"2740382","sem informação","não iniciada"
"161","710390 - E Educ Infantil B - Jardim Botânico - Uberlândia/MG","Municipal","Uberlândia","MG","rua das raízes","710390/2008",NA,"2740382","sem informação","não iniciada"
"162","710390 - E Educ Infantil Tipo C - Pacaembu - Uberlândia/MG","Municipal","Uberlândia","MG","rua da pitanga","710390/2008",NA,"2740382","2138554","não iniciada"
"163","710390 - E Educ Infantil C - Jd. Sucupira - Uberlândia/MG","Municipal","Uberlândia","MG","rua dos aracas","710390/2008",NA,"2740382","sem informação","não iniciada"
"164","710390 - E Educ Infantil Tipo B - Planalto - Uberlândia/MG","Municipal","Uberlândia","MG","rua do feirante","710390/2008",NA,"2740382","996386","não iniciada"
"165","710390 - E Educ Infantil Tipo C - Morumbi - Uberlândia/MG","Municipal","Uberlândia","MG","rua do moinho","710390/2008",NA,"2740382","sem informação","não iniciada"
"166","657713 - Esc. Educ. Infantil - Tipo B - Tefe/AM","Municipal","Tefé","AM","Não informado","657713/2009","2016-11-17","1395117","1996354","paralisada / já devia ter sido entregue / sem endereço"
"167","656808 - Escola de Educação Infantil - Tipo C - COCAL /PI","Municipal","Cocal","PI","avenida joaquim vieira brito","656808/2009","2018-12-31","435946","899479","paralisada"
"168","656983 - Esc. Educ. Infantil - Tipo B - SILVANOPOLIS/TO","Municipal","Silvanópolis","TO","rua 50","656983/2009","2016-12-31","1843771","1950254","paralisada / já devia ter sido entregue"
"169","657711 - Esc. Educ. Infantil - Tipo C -  - Construção - AURORA DO TOCANTINS/TO","Municipal","Aurora do Tocantins","TO","Não informado","657711/2009","2015-12-31","459504","943240","paralisada / já devia ter sido entregue / sem endereço"
"170","658737 - Esc. Educ. Infantil - Tipo B - DIVINOPOLIS DE GOIAS/GO","Municipal","Divinópolis de Goiás","GO","rua floresta","658737/2009","2014-12-31","1848153","1990906","paralisada / já devia ter sido entregue"
"171","656831 - Esc. Educ. Infantil - Tipo B - PONTE ALTA DO BOM JESUS /TO","Municipal","Ponte Alta do Bom Jesus","TO","avenida tocantins","656831/2009","2016-08-01","1385534","1952318","paralisada / já devia ter sido entregue"
"172","656980 - Esc. Educ. Infantil - Tipo B - VIANOPOLIS/GO","Municipal","Vianópolis","GO","rua 06, esquina com rua agostinho de souza","656980/2009","2015-09-20","1610313","1714238","paralisada / já devia ter sido entregue"
"173","656939 - Esc. Educ. Infantil - Tipo B - ITAGUATINS /TO","Municipal","Itaguatins","TO","rua coronel augusto cesar bastos","655777/2009","2015-07-06","182367","1872589","paralisada / já devia ter sido entregue"
"174","657543 - Esc. Educ. Infantil - Tipo B - SANTA RITA DO PARDO /MS","Municipal","Santa Rita do Pardo","MS","rua padre tadeu kolodziejcyk","657543/2009","2016-06-25","814628","1664627","paralisada / já devia ter sido entregue"
"175","657242 - Esc. Educ. Infantil - Tipo C -  - Construção - BREJO DE AREIA/MA","Municipal","Brejo de Areia","MA","praça antônio pereira da silva","657242/2009","2018-12-08","431520","942551","paralisada"
"176","657705 - Esc. Educ. Infantil - Tipo C - BELA VISTA DO MARANHAO/MA","Municipal","Bela Vista do Maranhão","MA","Não informado","657705/2009","2015-05-14","666143","952072","paralisada / já devia ter sido entregue / sem endereço"
"177","656815 - Esc. Educ. Infantil - Tipo C - Construção - QUATIPU","Municipal","Quatipuru","PA","travessa da mangueira","656815/2009","2015-08-28","825890","876336","paralisada / já devia ter sido entregue"
"178","656446 - Esc. Educ. Infantil - Tipo B - TRIUNFO POTIGUAR/RN","Municipal","Triunfo Potiguar","RN","rua gregorio de melo","656446/2009","2015-09-30","959109","1947864","paralisada / já devia ter sido entregue"
"179","657712 - Esc. Educ. Infantil - Tipo B - TURILANDIA/MA","Municipal","Turilândia","MA","rua mendes costa","657712/2009","2014-04-30","1256262","1843805","paralisada / já devia ter sido entregue"
"180","658376 - Esc. Educ. Infantil - Tipo B - ARAGUANA/MA","Municipal","Araguanã","MA","avenida marechal silva filho","658376/2009","2014-07-22","1878652","2048842","paralisada / já devia ter sido entregue"
"181","657734 - Esc. Educ. Infantil - IPUEIRAS/TO","Municipal","Ipueiras","TO","Não informado","657734/2009","2016-09-30","436695","899375","paralisada / já devia ter sido entregue / sem endereço"
